local_filename,family_id,family_label,prompt_id,prompt_label,prompt_slot,seed,seed_slot,denoise,intended_prompt,actual_prompt,intended_cfg,actual_cfg,intended_steps,actual_steps,intended_denoise,actual_denoise,intended_sampler_name,actual_sampler_name,intended_scheduler,actual_scheduler,intended_seed,actual_seed,metadata_ok,matches_intended,mismatch_summary
abstract__abstract-05__dn070__slot05__seed799177406954422.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,799177406954422,5,0.7,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
abstract__abstract-05__dn055__slot05__seed799177406954422.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,799177406954422,5,0.55,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
abstract__abstract-05__dn040__slot05__seed799177406954422.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,799177406954422,5,0.4,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
abstract__abstract-05__dn100__slot06__seed755127694752658.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,755127694752658,6,1.0,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
abstract__abstract-05__dn070__slot06__seed755127694752658.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,755127694752658,6,0.7,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
abstract__abstract-05__dn055__slot06__seed755127694752658.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,755127694752658,6,0.55,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
abstract__abstract-05__dn040__slot06__seed755127694752658.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,755127694752658,6,0.4,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
unconditioned__unconditioned-01__dn100__slot01__seed936466550673771.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,936466550673771,1,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
unconditioned__unconditioned-01__dn070__slot01__seed936466550673771.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,936466550673771,1,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
unconditioned__unconditioned-01__dn055__slot01__seed936466550673771.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,936466550673771,1,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
unconditioned__unconditioned-01__dn040__slot01__seed936466550673771.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,936466550673771,1,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
unconditioned__unconditioned-01__dn100__slot02__seed937150080021621.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,937150080021621,2,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
unconditioned__unconditioned-01__dn070__slot02__seed937150080021621.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,937150080021621,2,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
unconditioned__unconditioned-01__dn055__slot02__seed937150080021621.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,937150080021621,2,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
unconditioned__unconditioned-01__dn040__slot02__seed937150080021621.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,937150080021621,2,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
unconditioned__unconditioned-01__dn100__slot03__seed713301688808005.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,713301688808005,3,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
unconditioned__unconditioned-01__dn070__slot03__seed713301688808005.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,713301688808005,3,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
unconditioned__unconditioned-01__dn055__slot03__seed713301688808005.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,713301688808005,3,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
unconditioned__unconditioned-01__dn040__slot03__seed713301688808005.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,713301688808005,3,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
unconditioned__unconditioned-01__dn100__slot04__seed417441241092408.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,417441241092408,4,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
unconditioned__unconditioned-01__dn070__slot04__seed417441241092408.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,417441241092408,4,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
unconditioned__unconditioned-01__dn055__slot04__seed417441241092408.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,417441241092408,4,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
unconditioned__unconditioned-01__dn040__slot04__seed417441241092408.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,417441241092408,4,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
unconditioned__unconditioned-01__dn100__slot05__seed660458076140203.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,660458076140203,5,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
unconditioned__unconditioned-01__dn070__slot05__seed660458076140203.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,660458076140203,5,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
unconditioned__unconditioned-01__dn055__slot05__seed660458076140203.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,660458076140203,5,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
unconditioned__unconditioned-01__dn040__slot05__seed660458076140203.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,660458076140203,5,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
unconditioned__unconditioned-01__dn100__slot06__seed873534913822354.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,873534913822354,6,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
unconditioned__unconditioned-01__dn070__slot06__seed873534913822354.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,873534913822354,6,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
unconditioned__unconditioned-01__dn055__slot06__seed873534913822354.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,873534913822354,6,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
unconditioned__unconditioned-01__dn040__slot06__seed873534913822354.flac,unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,1,873534913822354,6,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
unconditioned__unconditioned-02__dn100__slot01__seed467779948461085.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,467779948461085,1,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
unconditioned__unconditioned-02__dn070__slot01__seed467779948461085.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,467779948461085,1,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
unconditioned__unconditioned-02__dn055__slot01__seed467779948461085.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,467779948461085,1,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
unconditioned__unconditioned-02__dn040__slot01__seed467779948461085.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,467779948461085,1,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
unconditioned__unconditioned-02__dn100__slot02__seed758282017860344.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,758282017860344,2,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
unconditioned__unconditioned-02__dn070__slot02__seed758282017860344.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,758282017860344,2,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
unconditioned__unconditioned-02__dn055__slot02__seed758282017860344.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,758282017860344,2,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
unconditioned__unconditioned-02__dn040__slot02__seed758282017860344.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,758282017860344,2,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
unconditioned__unconditioned-02__dn100__slot03__seed510094380489408.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,510094380489408,3,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
unconditioned__unconditioned-02__dn070__slot03__seed510094380489408.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,510094380489408,3,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
unconditioned__unconditioned-02__dn055__slot03__seed510094380489408.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,510094380489408,3,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
unconditioned__unconditioned-02__dn040__slot03__seed510094380489408.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,510094380489408,3,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
unconditioned__unconditioned-02__dn100__slot04__seed959546376485544.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,959546376485544,4,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
unconditioned__unconditioned-02__dn070__slot04__seed959546376485544.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,959546376485544,4,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
unconditioned__unconditioned-02__dn055__slot04__seed959546376485544.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,959546376485544,4,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
unconditioned__unconditioned-02__dn040__slot04__seed959546376485544.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,959546376485544,4,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
unconditioned__unconditioned-02__dn100__slot05__seed844919671624663.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,844919671624663,5,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
unconditioned__unconditioned-02__dn070__slot05__seed844919671624663.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,844919671624663,5,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
unconditioned__unconditioned-02__dn055__slot05__seed844919671624663.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,844919671624663,5,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
unconditioned__unconditioned-02__dn040__slot05__seed844919671624663.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,844919671624663,5,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
unconditioned__unconditioned-02__dn100__slot06__seed754560758249331.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,754560758249331,6,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
unconditioned__unconditioned-02__dn070__slot06__seed754560758249331.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,754560758249331,6,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
unconditioned__unconditioned-02__dn055__slot06__seed754560758249331.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,754560758249331,6,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
unconditioned__unconditioned-02__dn040__slot06__seed754560758249331.flac,unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,2,754560758249331,6,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
unconditioned__unconditioned-03__dn100__slot01__seed549384717397659.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,549384717397659,1,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
unconditioned__unconditioned-03__dn070__slot01__seed549384717397659.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,549384717397659,1,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
unconditioned__unconditioned-03__dn055__slot01__seed549384717397659.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,549384717397659,1,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
unconditioned__unconditioned-03__dn040__slot01__seed549384717397659.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,549384717397659,1,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
unconditioned__unconditioned-03__dn100__slot02__seed104602413208802.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,104602413208802,2,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
unconditioned__unconditioned-03__dn070__slot02__seed104602413208802.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,104602413208802,2,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
unconditioned__unconditioned-03__dn055__slot02__seed104602413208802.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,104602413208802,2,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
unconditioned__unconditioned-03__dn040__slot02__seed104602413208802.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,104602413208802,2,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
unconditioned__unconditioned-03__dn100__slot03__seed247385422446336.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,247385422446336,3,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
unconditioned__unconditioned-03__dn070__slot03__seed247385422446336.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,247385422446336,3,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
unconditioned__unconditioned-03__dn055__slot03__seed247385422446336.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,247385422446336,3,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
unconditioned__unconditioned-03__dn040__slot03__seed247385422446336.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,247385422446336,3,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
unconditioned__unconditioned-03__dn100__slot04__seed226397792656353.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,226397792656353,4,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
unconditioned__unconditioned-03__dn070__slot04__seed226397792656353.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,226397792656353,4,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
unconditioned__unconditioned-03__dn055__slot04__seed226397792656353.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,226397792656353,4,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
unconditioned__unconditioned-03__dn040__slot04__seed226397792656353.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,226397792656353,4,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
unconditioned__unconditioned-03__dn100__slot05__seed995575270598493.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,995575270598493,5,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
unconditioned__unconditioned-03__dn070__slot05__seed995575270598493.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,995575270598493,5,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
unconditioned__unconditioned-03__dn055__slot05__seed995575270598493.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,995575270598493,5,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
unconditioned__unconditioned-03__dn040__slot05__seed995575270598493.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,995575270598493,5,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
unconditioned__unconditioned-03__dn100__slot06__seed526088629548919.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,526088629548919,6,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
unconditioned__unconditioned-03__dn070__slot06__seed526088629548919.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,526088629548919,6,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
unconditioned__unconditioned-03__dn055__slot06__seed526088629548919.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,526088629548919,6,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
unconditioned__unconditioned-03__dn040__slot06__seed526088629548919.flac,unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,3,526088629548919,6,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
unconditioned__unconditioned-04__dn100__slot01__seed398410139056662.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,398410139056662,1,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
unconditioned__unconditioned-04__dn070__slot01__seed398410139056662.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,398410139056662,1,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
unconditioned__unconditioned-04__dn055__slot01__seed398410139056662.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,398410139056662,1,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
unconditioned__unconditioned-04__dn040__slot01__seed398410139056662.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,398410139056662,1,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
unconditioned__unconditioned-04__dn100__slot02__seed581603229148997.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,581603229148997,2,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
unconditioned__unconditioned-04__dn070__slot02__seed581603229148997.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,581603229148997,2,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
unconditioned__unconditioned-04__dn055__slot02__seed581603229148997.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,581603229148997,2,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
unconditioned__unconditioned-04__dn040__slot02__seed581603229148997.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,581603229148997,2,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
