local_filename,family_id,family_label,prompt_id,prompt_label,prompt_slot,seed,seed_slot,denoise,intended_prompt,actual_prompt,intended_cfg,actual_cfg,intended_steps,actual_steps,intended_denoise,actual_denoise,intended_sampler_name,actual_sampler_name,intended_scheduler,actual_scheduler,intended_seed,actual_seed,metadata_ok,matches_intended,mismatch_summary
descriptive__descriptive-03__dn070__slot06__seed526088629548919.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,526088629548919,6,0.7,Ambient synth loop,Ambient synth loop,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
descriptive__descriptive-03__dn055__slot06__seed526088629548919.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,526088629548919,6,0.55,Ambient synth loop,Ambient synth loop,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
descriptive__descriptive-03__dn040__slot06__seed526088629548919.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,526088629548919,6,0.4,Ambient synth loop,Ambient synth loop,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
descriptive__descriptive-04__dn100__slot01__seed398410139056662.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,398410139056662,1,1.0,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
descriptive__descriptive-04__dn070__slot01__seed398410139056662.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,398410139056662,1,0.7,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
descriptive__descriptive-04__dn055__slot01__seed398410139056662.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,398410139056662,1,0.55,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
descriptive__descriptive-04__dn040__slot01__seed398410139056662.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,398410139056662,1,0.4,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
descriptive__descriptive-04__dn100__slot02__seed581603229148997.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,581603229148997,2,1.0,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
descriptive__descriptive-04__dn070__slot02__seed581603229148997.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,581603229148997,2,0.7,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
descriptive__descriptive-04__dn055__slot02__seed581603229148997.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,581603229148997,2,0.55,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
descriptive__descriptive-04__dn040__slot02__seed581603229148997.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,581603229148997,2,0.4,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
descriptive__descriptive-04__dn100__slot03__seed327312407480077.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,327312407480077,3,1.0,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
descriptive__descriptive-04__dn070__slot03__seed327312407480077.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,327312407480077,3,0.7,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
descriptive__descriptive-04__dn055__slot03__seed327312407480077.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,327312407480077,3,0.55,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
descriptive__descriptive-04__dn040__slot03__seed327312407480077.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,327312407480077,3,0.4,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
descriptive__descriptive-04__dn100__slot04__seed476864878317074.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,476864878317074,4,1.0,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
descriptive__descriptive-04__dn070__slot04__seed476864878317074.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,476864878317074,4,0.7,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
descriptive__descriptive-04__dn055__slot04__seed476864878317074.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,476864878317074,4,0.55,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
descriptive__descriptive-04__dn040__slot04__seed476864878317074.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,476864878317074,4,0.4,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
descriptive__descriptive-04__dn100__slot05__seed916589050477114.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,916589050477114,5,1.0,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
descriptive__descriptive-04__dn070__slot05__seed916589050477114.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,916589050477114,5,0.7,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
descriptive__descriptive-04__dn055__slot05__seed916589050477114.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,916589050477114,5,0.55,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
descriptive__descriptive-04__dn040__slot05__seed916589050477114.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,916589050477114,5,0.4,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
descriptive__descriptive-04__dn100__slot06__seed576220339838781.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,576220339838781,6,1.0,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
descriptive__descriptive-04__dn070__slot06__seed576220339838781.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,576220339838781,6,0.7,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
descriptive__descriptive-04__dn055__slot06__seed576220339838781.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,576220339838781,6,0.55,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
descriptive__descriptive-04__dn040__slot06__seed576220339838781.flac,descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",4,576220339838781,6,0.4,"Cat purring, feline, kitty","Cat purring, feline, kitty",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
descriptive__descriptive-05__dn100__slot01__seed845291948846361.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,845291948846361,1,1.0,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
descriptive__descriptive-05__dn070__slot01__seed845291948846361.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,845291948846361,1,0.7,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
descriptive__descriptive-05__dn055__slot01__seed845291948846361.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,845291948846361,1,0.55,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
descriptive__descriptive-05__dn040__slot01__seed845291948846361.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,845291948846361,1,0.4,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
descriptive__descriptive-05__dn100__slot02__seed710378140300593.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,710378140300593,2,1.0,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
descriptive__descriptive-05__dn070__slot02__seed710378140300593.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,710378140300593,2,0.7,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
descriptive__descriptive-05__dn055__slot02__seed710378140300593.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,710378140300593,2,0.55,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
descriptive__descriptive-05__dn040__slot02__seed710378140300593.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,710378140300593,2,0.4,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
descriptive__descriptive-05__dn100__slot03__seed554159517989115.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,554159517989115,3,1.0,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
descriptive__descriptive-05__dn070__slot03__seed554159517989115.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,554159517989115,3,0.7,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
descriptive__descriptive-05__dn055__slot03__seed554159517989115.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,554159517989115,3,0.55,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
descriptive__descriptive-05__dn040__slot03__seed554159517989115.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,554159517989115,3,0.4,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
descriptive__descriptive-05__dn100__slot04__seed499548161013021.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,499548161013021,4,1.0,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
descriptive__descriptive-05__dn070__slot04__seed499548161013021.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,499548161013021,4,0.7,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
descriptive__descriptive-05__dn055__slot04__seed499548161013021.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,499548161013021,4,0.55,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
descriptive__descriptive-05__dn040__slot04__seed499548161013021.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,499548161013021,4,0.4,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
descriptive__descriptive-05__dn100__slot05__seed799177406954422.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,799177406954422,5,1.0,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
descriptive__descriptive-05__dn070__slot05__seed799177406954422.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,799177406954422,5,0.7,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
descriptive__descriptive-05__dn055__slot05__seed799177406954422.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,799177406954422,5,0.55,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
descriptive__descriptive-05__dn040__slot05__seed799177406954422.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,799177406954422,5,0.4,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
descriptive__descriptive-05__dn100__slot06__seed755127694752658.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,755127694752658,6,1.0,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
descriptive__descriptive-05__dn070__slot06__seed755127694752658.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,755127694752658,6,0.7,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
descriptive__descriptive-05__dn055__slot06__seed755127694752658.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,755127694752658,6,0.55,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
descriptive__descriptive-05__dn040__slot06__seed755127694752658.flac,descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",5,755127694752658,6,0.4,"Jazz piano chords, loop","Jazz piano chords, loop",8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
abstract__abstract-01__dn100__slot01__seed936466550673771.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,936466550673771,1,1.0,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
abstract__abstract-01__dn070__slot01__seed936466550673771.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,936466550673771,1,0.7,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
abstract__abstract-01__dn055__slot01__seed936466550673771.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,936466550673771,1,0.55,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
abstract__abstract-01__dn040__slot01__seed936466550673771.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,936466550673771,1,0.4,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,936466550673771,936466550673771,True,True,
abstract__abstract-01__dn100__slot02__seed937150080021621.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,937150080021621,2,1.0,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
abstract__abstract-01__dn070__slot02__seed937150080021621.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,937150080021621,2,0.7,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
abstract__abstract-01__dn055__slot02__seed937150080021621.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,937150080021621,2,0.55,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
abstract__abstract-01__dn040__slot02__seed937150080021621.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,937150080021621,2,0.4,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,937150080021621,937150080021621,True,True,
abstract__abstract-01__dn100__slot03__seed713301688808005.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,713301688808005,3,1.0,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
abstract__abstract-01__dn070__slot03__seed713301688808005.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,713301688808005,3,0.7,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
abstract__abstract-01__dn055__slot03__seed713301688808005.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,713301688808005,3,0.55,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
abstract__abstract-01__dn040__slot03__seed713301688808005.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,713301688808005,3,0.4,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,713301688808005,713301688808005,True,True,
abstract__abstract-01__dn100__slot04__seed417441241092408.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,417441241092408,4,1.0,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
abstract__abstract-01__dn070__slot04__seed417441241092408.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,417441241092408,4,0.7,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
abstract__abstract-01__dn055__slot04__seed417441241092408.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,417441241092408,4,0.55,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
abstract__abstract-01__dn040__slot04__seed417441241092408.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,417441241092408,4,0.4,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,417441241092408,417441241092408,True,True,
abstract__abstract-01__dn100__slot05__seed660458076140203.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,660458076140203,5,1.0,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
abstract__abstract-01__dn070__slot05__seed660458076140203.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,660458076140203,5,0.7,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
abstract__abstract-01__dn055__slot05__seed660458076140203.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,660458076140203,5,0.55,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
abstract__abstract-01__dn040__slot05__seed660458076140203.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,660458076140203,5,0.4,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,660458076140203,660458076140203,True,True,
abstract__abstract-01__dn100__slot06__seed873534913822354.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,873534913822354,6,1.0,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
abstract__abstract-01__dn070__slot06__seed873534913822354.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,873534913822354,6,0.7,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
abstract__abstract-01__dn055__slot06__seed873534913822354.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,873534913822354,6,0.55,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
abstract__abstract-01__dn040__slot06__seed873534913822354.flac,abstract,Abstract,abstract-01,Solar ekphrasis,1,873534913822354,6,0.4,Solar ekphrasis,Solar ekphrasis,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,873534913822354,873534913822354,True,True,
abstract__abstract-02__dn100__slot01__seed467779948461085.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,467779948461085,1,1.0,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
abstract__abstract-02__dn070__slot01__seed467779948461085.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,467779948461085,1,0.7,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
abstract__abstract-02__dn055__slot01__seed467779948461085.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,467779948461085,1,0.55,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
abstract__abstract-02__dn040__slot01__seed467779948461085.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,467779948461085,1,0.4,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,467779948461085,467779948461085,True,True,
abstract__abstract-02__dn100__slot02__seed758282017860344.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,758282017860344,2,1.0,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
