local_filename,family_id,family_label,prompt_id,prompt_label,prompt_slot,seed,seed_slot,denoise,best_matching_prompt_id,best_matching_prompt_label,best_matching_prompt_family_id,best_matching_prompt_family_label,best_matching_prompt_cosine_similarity,similarity_to_descriptive-01,similarity_to_descriptive-02,similarity_to_descriptive-03,similarity_to_descriptive-04,similarity_to_descriptive-05,similarity_to_abstract-01,similarity_to_abstract-02,similarity_to_abstract-03,similarity_to_abstract-04,similarity_to_abstract-05
descriptive__descriptive-02__dn070__slot05__seed844919671624663.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,844919671624663,5,0.7,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.5159085392951965,-0.033360470086336136,0.5159085392951965,0.07348132878541946,-0.030123338103294373,-0.023718757554888725,0.05862468108534813,0.0413668155670166,0.1278144270181656,-0.057241346687078476,-0.04809459298849106
descriptive__descriptive-02__dn055__slot05__seed844919671624663.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,844919671624663,5,0.55,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.46025991439819336,-0.06975827366113663,0.46025991439819336,0.18897847831249237,-0.034933287650346756,-0.03425269201397896,0.12246686965227127,0.13799840211868286,0.16416360437870026,0.05782826617360115,0.04726232960820198
descriptive__descriptive-02__dn040__slot05__seed844919671624663.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,844919671624663,5,0.4,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.5120964050292969,-0.1178966835141182,0.5120964050292969,0.035420726984739304,-0.041482701897621155,-0.06045984849333763,-0.04536305367946625,0.05099062994122505,0.10851217061281204,-0.02277585305273533,0.08808088302612305
descriptive__descriptive-02__dn100__slot06__seed754560758249331.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,754560758249331,6,1.0,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.34278711676597595,-0.14707103371620178,0.34278711676597595,0.1521250158548355,-0.12606929242610931,0.004483461380004883,0.1996069997549057,0.16606847941875458,0.23174992203712463,0.06489301472902298,0.046264853328466415
descriptive__descriptive-02__dn070__slot06__seed754560758249331.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,754560758249331,6,0.7,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.4357723295688629,-0.1081603541970253,0.4357723295688629,0.043842967599630356,-0.06464002281427383,-0.0175466351211071,0.04614054784178734,-0.005153522361069918,0.08072590827941895,0.06213860958814621,-0.009973163716495037
descriptive__descriptive-02__dn055__slot06__seed754560758249331.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,754560758249331,6,0.55,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.3099437952041626,-0.017810845747590065,0.3099437952041626,0.19743894040584564,0.0563301220536232,0.017979811877012253,0.17416979372501373,0.1668747514486313,0.19152185320854187,0.15915897488594055,0.08565454930067062
descriptive__descriptive-02__dn040__slot06__seed754560758249331.flac,descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",2,754560758249331,6,0.4,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.44680073857307434,0.11187544465065002,0.44680073857307434,0.16795407235622406,-0.008563347160816193,0.002919273218140006,0.18926195800304413,0.17304883897304535,0.10994789749383926,0.009967011399567127,0.16860520839691162
descriptive__descriptive-03__dn100__slot01__seed549384717397659.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,549384717397659,1,1.0,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.44468048214912415,0.03329860791563988,0.1039857342839241,0.44468048214912415,-0.0818059891462326,-0.0022254628129303455,-0.02306787669658661,0.006490820553153753,0.057020340114831924,-0.022424137219786644,0.17046110332012177
descriptive__descriptive-03__dn070__slot01__seed549384717397659.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,549384717397659,1,0.7,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.42606595158576965,-0.043380897492170334,-0.03981279209256172,0.42606595158576965,-0.1335289478302002,0.13767465949058533,-0.022214313969016075,-0.011566516011953354,-0.08975505828857422,-0.05086121708154678,-0.011692509055137634
descriptive__descriptive-03__dn055__slot01__seed549384717397659.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,549384717397659,1,0.55,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.3004113733768463,-0.004110520239919424,0.11278650909662247,0.3004113733768463,-0.25819113850593567,-0.04319842532277107,-0.13555333018302917,-0.07465823739767075,-0.010381609201431274,-0.06888113170862198,-0.1567055732011795
descriptive__descriptive-03__dn040__slot01__seed549384717397659.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,549384717397659,1,0.4,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.3158037066459656,-0.0834697037935257,0.037050288170576096,0.3158037066459656,0.020418034866452217,0.11317247152328491,0.0018389084143564105,0.10164303332567215,0.14605712890625,-0.012107343412935734,0.23373201489448547
descriptive__descriptive-03__dn100__slot02__seed104602413208802.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,104602413208802,2,1.0,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.4913758933544159,-0.09496533870697021,0.11276010423898697,0.4913758933544159,-0.1369340717792511,0.029718976467847824,-0.022372670471668243,0.0873393714427948,0.025867916643619537,-0.08588279038667679,0.10565626621246338
descriptive__descriptive-03__dn070__slot02__seed104602413208802.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,104602413208802,2,0.7,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.5081487894058228,-0.006159455049782991,-0.05842288210988045,0.5081487894058228,-0.06893881410360336,-0.00830015167593956,0.12095680832862854,0.16905421018600464,-0.014750376343727112,0.019806351512670517,0.18829485774040222
descriptive__descriptive-03__dn055__slot02__seed104602413208802.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,104602413208802,2,0.55,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.42628419399261475,0.032187413424253464,-0.035447053611278534,0.42628419399261475,-0.06902460008859634,0.08214996010065079,0.02218615449965,0.011634825728833675,-0.0476861298084259,0.07563537359237671,0.12030258029699326
descriptive__descriptive-03__dn040__slot02__seed104602413208802.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,104602413208802,2,0.4,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.4123571813106537,-0.08107650279998779,0.04201902449131012,0.4123571813106537,0.024312248453497887,0.21939446032047272,0.13629569113254547,0.11864127218723297,0.0417000912129879,0.13725297152996063,0.1571206897497177
descriptive__descriptive-03__dn100__slot03__seed247385422446336.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,247385422446336,3,1.0,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.4014185070991516,-0.05383559688925743,0.07487387955188751,0.4014185070991516,-0.098668672144413,0.058218054473400116,0.0020036050118505955,-0.007028651423752308,0.00677124410867691,-0.08163963258266449,-0.04905407503247261
descriptive__descriptive-03__dn070__slot03__seed247385422446336.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,247385422446336,3,0.7,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.4390687942504883,-0.04993102699518204,-0.06817268580198288,0.4390687942504883,-0.12642262876033783,0.004708155523985624,0.05384742096066475,0.11744469404220581,-0.0620577409863472,-0.09573309868574142,0.16653254628181458
descriptive__descriptive-03__dn055__slot03__seed247385422446336.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,247385422446336,3,0.55,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.4719143807888031,-0.05000990629196167,-0.01679082401096821,0.4719143807888031,-0.11999513953924179,0.03496720269322395,0.05153626203536987,0.10050913691520691,-0.07276702672243118,-0.11746685951948166,0.11284229904413223
descriptive__descriptive-03__dn040__slot03__seed247385422446336.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,247385422446336,3,0.4,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.31463897228240967,-0.010929115116596222,-0.07737655192613602,0.31463897228240967,0.0051603857427835464,-0.025491371750831604,0.09516675025224686,0.029942451044917107,0.03664751723408699,-0.1374940723180771,0.21182318031787872
descriptive__descriptive-03__dn100__slot04__seed226397792656353.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,226397792656353,4,1.0,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.5762340426445007,-0.01878768764436245,0.00043219150393269956,0.5762340426445007,0.025863800197839737,0.19297565519809723,0.1076403483748436,0.14250871539115906,-0.024917520582675934,0.10134167969226837,0.23439529538154602
descriptive__descriptive-03__dn070__slot04__seed226397792656353.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,226397792656353,4,0.7,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.56166011095047,0.05068962648510933,0.0813535675406456,0.56166011095047,-0.031078923493623734,0.08068013936281204,0.1460215002298355,0.01804252527654171,0.0743151381611824,-0.026230530813336372,0.1325133591890335
descriptive__descriptive-03__dn055__slot04__seed226397792656353.flac,descriptive,Descriptive,descriptive-03,Ambient synth loop,3,226397792656353,4,0.55,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.40709248185157776,-0.17471161484718323,0.16331985592842102,0.40709248185157776,-0.03630653768777847,0.06875450909137726,-0.061140209436416626,-0.05275535583496094,-1.2928718206239864e-05,-0.10438190400600433,0.0480400025844574
