source_family_id,source_family_label,source_prompt_id,source_prompt_label,target_prompt_id,target_prompt_label,target_prompt_family_id,target_prompt_family_label,denoise,n,mean_cosine_similarity,std_cosine_similarity
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.07380402088165283,0.08092031627893448
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.168679878115654,0.07311420887708664
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.023658419027924538,0.04692942649126053
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.01857651211321354,0.08208446204662323
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,0.0049857827834784985,0.040710724890232086
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.004611919168382883,0.060509078204631805
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.4983783960342407,0.06230773776769638
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.05564066395163536,0.06210216507315636
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.10980728268623352,0.09904284030199051
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.10283670574426651,0.07814345508813858
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.11261338740587234,0.08207084983587265
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,-0.009361356496810913,0.07071714848279953
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.026937665417790413,0.10330617427825928
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.15268337726593018,0.07994459569454193
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.04067296162247658,0.02541283704340458
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.05155767500400543,0.03954526409506798
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.08633948117494583,0.06810670346021652
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,0.3831599950790405,0.024144964292645454
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.023461483418941498,0.04973075911402702
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.031139405444264412,0.08632972836494446
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.0654924064874649,0.08216677606105804
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.0466572642326355,0.08033562451601028
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.018248191103339195,0.04025847464799881
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.22816498577594757,0.0685928612947464
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.09260210394859314,0.03573160991072655
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,0.09222931414842606,0.02598118782043457
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.2773453891277313,0.05976148694753647
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.00483472878113389,0.023876801133155823
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.244426429271698,0.03303537890315056
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,-0.017030270770192146,0.05250300094485283
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,-0.022840576246380806,0.06359262764453888
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,-0.04456840828061104,0.0732409805059433
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.009629596024751663,0.042642369866371155
descriptive,Descriptive,descriptive-05,"Jazz piano chords, loop",abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.027567965909838676,0.0672742947936058
abstract,Abstract,abstract-01,Solar ekphrasis,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.04504406452178955,0.043711818754673004
abstract,Abstract,abstract-01,Solar ekphrasis,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.05151912569999695,0.11430974304676056
abstract,Abstract,abstract-01,Solar ekphrasis,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.3407357931137085,0.08065064251422882
abstract,Abstract,abstract-01,Solar ekphrasis,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,0.027138397097587585,0.07156629115343094
abstract,Abstract,abstract-01,Solar ekphrasis,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.13064073026180267,0.06610877811908722
abstract,Abstract,abstract-01,Solar ekphrasis,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.19348101317882538,0.08519963920116425
abstract,Abstract,abstract-01,Solar ekphrasis,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.14782871305942535,0.11925940215587616
abstract,Abstract,abstract-01,Solar ekphrasis,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.041273441165685654,0.0677579939365387
abstract,Abstract,abstract-01,Solar ekphrasis,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.0009176699095405638,0.027532998472452164
abstract,Abstract,abstract-01,Solar ekphrasis,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.12532882392406464,0.09476984292268753
abstract,Abstract,abstract-02,Cosmic infoldings,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.021821865811944008,0.05980265885591507
abstract,Abstract,abstract-02,Cosmic infoldings,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.02523801662027836,0.057403866201639175
abstract,Abstract,abstract-02,Cosmic infoldings,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.32281801104545593,0.0640203133225441
abstract,Abstract,abstract-02,Cosmic infoldings,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.02576625347137451,0.10404255241155624
abstract,Abstract,abstract-02,Cosmic infoldings,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.04414685443043709,0.09774963557720184
abstract,Abstract,abstract-02,Cosmic infoldings,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.2866612374782562,0.05046066641807556
abstract,Abstract,abstract-02,Cosmic infoldings,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.273112952709198,0.08708310127258301
abstract,Abstract,abstract-02,Cosmic infoldings,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.08140521496534348,0.06083036959171295
abstract,Abstract,abstract-02,Cosmic infoldings,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.1306963711977005,0.046386200934648514
abstract,Abstract,abstract-02,Cosmic infoldings,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.18649421632289886,0.060722608119249344
abstract,Abstract,abstract-03,Colliding blackholes,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.13089977204799652,0.050397343933582306
abstract,Abstract,abstract-03,Colliding blackholes,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.06081860139966011,0.0626160278916359
abstract,Abstract,abstract-03,Colliding blackholes,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.17899638414382935,0.12616068124771118
abstract,Abstract,abstract-03,Colliding blackholes,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.07122597098350525,0.0482349693775177
abstract,Abstract,abstract-03,Colliding blackholes,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.0535488985478878,0.11069856584072113
abstract,Abstract,abstract-03,Colliding blackholes,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.1685059815645218,0.0626968964934349
abstract,Abstract,abstract-03,Colliding blackholes,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.2681150436401367,0.1432589441537857
abstract,Abstract,abstract-03,Colliding blackholes,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.16495217382907867,0.09382164478302002
abstract,Abstract,abstract-03,Colliding blackholes,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.024962982162833214,0.084635891020298
abstract,Abstract,abstract-03,Colliding blackholes,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.1755397915840149,0.04955681785941124
abstract,Abstract,abstract-04,Fragile entropic structure,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.006351426709443331,0.0516326017677784
abstract,Abstract,abstract-04,Fragile entropic structure,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.09084445983171463,0.06853485107421875
abstract,Abstract,abstract-04,Fragile entropic structure,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.37845274806022644,0.14000007510185242
abstract,Abstract,abstract-04,Fragile entropic structure,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.0010490125278010964,0.046321459114551544
abstract,Abstract,abstract-04,Fragile entropic structure,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.03340033069252968,0.024039680138230324
abstract,Abstract,abstract-04,Fragile entropic structure,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.28804880380630493,0.12369871884584427
abstract,Abstract,abstract-04,Fragile entropic structure,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.25521621108055115,0.06850430369377136
abstract,Abstract,abstract-04,Fragile entropic structure,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,-0.007800442632287741,0.05319737270474434
abstract,Abstract,abstract-04,Fragile entropic structure,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.10149899870157242,0.04874476045370102
abstract,Abstract,abstract-04,Fragile entropic structure,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.16444741189479828,0.05231696739792824
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.062485113739967346,0.06164373829960823
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.003049437655135989,0.041421033442020416
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.2398349642753601,0.10545995831489563
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.01631791889667511,0.052281975746154785
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.011367718689143658,0.0640101358294487
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.27407559752464294,0.08015809208154678
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.3244619071483612,0.08321984857320786
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.1874682456254959,0.09586487710475922
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.05010955035686493,0.05739730969071388
abstract,Abstract,abstract-05,Entangled bilateral transfer functions,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.22996632754802704,0.06066000461578369
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.09647200256586075,0.07660418748855591
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.05930861830711365,0.08352383226156235
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.28970542550086975,0.18757213652133942
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.03785274550318718,0.09592730551958084
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.055246468633413315,0.1110910102725029
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.2679171562194824,0.13136418163776398
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.32926884293556213,0.08753247559070587
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.19282007217407227,0.11425355821847916
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.09727311134338379,0.10703692585229874
unconditioned,Unconditioned,unconditioned-01,Unconditioned slot 1,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.25598952174186707,0.1037340760231018
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.05886091664433479,0.047729115933179855
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.06047652289271355,0.03874720260500908
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.20341061055660248,0.1414344310760498
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.05057916045188904,0.07592593878507614
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,-0.028815319761633873,0.07950857281684875
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.24985210597515106,0.16356691718101501
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.2488240748643875,0.14819791913032532
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.11404999345541,0.12911607325077057
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.06415275484323502,0.0823599174618721
unconditioned,Unconditioned,unconditioned-02,Unconditioned slot 2,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.19536356627941132,0.07234714180231094
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.06686877459287643,0.07381264865398407
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.055576249957084656,0.12339130789041519
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.17068839073181152,0.1524209976196289
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.016574611887335777,0.054262131452560425
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,-0.012833441607654095,0.10116005688905716
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.21165132522583008,0.127928227186203
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.30406293272972107,0.10943978279829025
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.14050495624542236,0.14744620025157928
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.06012047454714775,0.09553034603595734
unconditioned,Unconditioned,unconditioned-03,Unconditioned slot 3,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.19788265228271484,0.051357612013816833
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.09636826068162918,0.03798481076955795
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.03772241249680519,0.06034744530916214
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.20034579932689667,0.1867939680814743
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.05574820935726166,0.06764569133520126
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.02414531446993351,0.060222871601581573
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.2568405568599701,0.058126941323280334
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.34790050983428955,0.08187898993492126
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.21100984513759613,0.07944267988204956
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.09963227063417435,0.06194274500012398
unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.1949998140335083,0.041187576949596405
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.7,6,-0.05564960837364197,0.046849824488162994
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.7,6,-0.021016962826251984,0.09693866223096848
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.7,6,0.31880614161491394,0.14856646955013275
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.7,6,-0.03945593908429146,0.060302525758743286
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.7,6,0.04890308901667595,0.03955627232789993
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,abstract-01,Solar ekphrasis,abstract,Abstract,0.7,6,0.23368489742279053,0.08547278493642807
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,abstract-02,Cosmic infoldings,abstract,Abstract,0.7,6,0.2817639410495758,0.09881892055273056
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,abstract-03,Colliding blackholes,abstract,Abstract,0.7,6,0.10899188369512558,0.07664546370506287
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,abstract-04,Fragile entropic structure,abstract,Abstract,0.7,6,0.0925053060054779,0.04617711529135704
unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.7,6,0.23204822838306427,0.08550197631120682
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.55,6,0.5741885304450989,0.02726755663752556
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.55,6,-0.03474518284201622,0.10486847162246704
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",descriptive-03,Ambient synth loop,descriptive,Descriptive,0.55,6,0.11134615540504456,0.048732101917266846
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.55,6,-0.004692637827247381,0.05014056712388992
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.55,6,-0.10295996069908142,0.043052103370428085
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",abstract-01,Solar ekphrasis,abstract,Abstract,0.55,6,0.0526762492954731,0.0673418790102005
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",abstract-02,Cosmic infoldings,abstract,Abstract,0.55,6,0.04670930281281471,0.09692798554897308
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",abstract-03,Colliding blackholes,abstract,Abstract,0.55,6,0.003790459828451276,0.08114412426948547
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",abstract-04,Fragile entropic structure,abstract,Abstract,0.55,6,-0.02982242964208126,0.046510081738233566
descriptive,Descriptive,descriptive-01,"Nature ambience, birds",abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.55,6,0.13441956043243408,0.09654221683740616
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.55,6,-0.06477781385183334,0.03423469141125679
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.55,6,0.3893457353115082,0.06122469902038574
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",descriptive-03,Ambient synth loop,descriptive,Descriptive,0.55,6,0.1793588399887085,0.025907227769494057
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.55,6,-0.047163814306259155,0.06927983462810516
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.55,6,-0.0223026555031538,0.02550358511507511
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-01,Solar ekphrasis,abstract,Abstract,0.55,6,0.14749476313591003,0.02096639759838581
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-02,Cosmic infoldings,abstract,Abstract,0.55,6,0.16103829443454742,0.012539311312139034
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-03,Colliding blackholes,abstract,Abstract,0.55,6,0.13880912959575653,0.04676813632249832
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-04,Fragile entropic structure,abstract,Abstract,0.55,6,0.05179758742451668,0.0576595813035965
descriptive,Descriptive,descriptive-02,"City soundscape, traffic, noise",abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.55,6,0.020646410062909126,0.05639448016881943
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.55,6,-0.03154759481549263,0.07076278328895569
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.55,6,0.03504975885152817,0.07494989782571793
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-03,Ambient synth loop,descriptive,Descriptive,0.55,6,0.4439171552658081,0.07972617447376251
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.55,6,-0.09629156440496445,0.07753638923168182
descriptive,Descriptive,descriptive-03,Ambient synth loop,descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.55,6,0.07528612017631531,0.06896691024303436
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-01,Solar ekphrasis,abstract,Abstract,0.55,6,0.0249489676207304,0.10136012732982635
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-02,Cosmic infoldings,abstract,Abstract,0.55,6,0.07126623392105103,0.12169783562421799
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-03,Colliding blackholes,abstract,Abstract,0.55,6,0.002036862075328827,0.0556727796792984
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-04,Fragile entropic structure,abstract,Abstract,0.55,6,-0.006188299972563982,0.09660172462463379
descriptive,Descriptive,descriptive-03,Ambient synth loop,abstract-05,Entangled bilateral transfer functions,abstract,Abstract,0.55,6,0.10068103671073914,0.13677220046520233
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-01,"Nature ambience, birds",descriptive,Descriptive,0.55,6,-0.04248786345124245,0.032108936458826065
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-02,"City soundscape, traffic, noise",descriptive,Descriptive,0.55,6,0.0004143907281104475,0.044383324682712555
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-03,Ambient synth loop,descriptive,Descriptive,0.55,6,0.06224529445171356,0.035623084753751755
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-04,"Cat purring, feline, kitty",descriptive,Descriptive,0.55,6,0.3895286023616791,0.03089655376970768
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",descriptive-05,"Jazz piano chords, loop",descriptive,Descriptive,0.55,6,0.054113417863845825,0.04322366043925285
descriptive,Descriptive,descriptive-04,"Cat purring, feline, kitty",abstract-01,Solar ekphrasis,abstract,Abstract,0.55,6,0.0736682116985321,0.08742909133434296
